rgn_name,rgn_id,year,habitat,health
Saint Kitts and Nevis,119,2016,tidal flat,0
Antigua and Barbuda,120,2016,tidal flat,0
Montserrat,121,2016,tidal flat,0
Saint Lucia,122,2016,tidal flat,0
Dominica,123,2016,tidal flat,0
Barbados,124,2016,tidal flat,0
Grenada,125,2016,tidal flat,0
Trinidad and Tobago,126,2016,tidal flat,0
Saint Vincent and the Grenadines,127,2016,tidal flat,0
Panama,129,2016,tidal flat,0.940953992233982
Costa Rica,130,2016,tidal flat,0.7132221671409208
Nicaragua,131,2016,tidal flat,0.8407337215331876
Colombia,132,2016,tidal flat,0.47556271851574394
Honduras,133,2016,tidal flat,1
El Salvador,134,2016,tidal flat,0.7612842588724086
Mexico,135,2016,tidal flat,0.9000281502771627
Guatemala,136,2016,tidal flat,0.26015850935030793
Ecuador,137,2016,tidal flat,0
Peru,138,2016,tidal flat,1
Venezuela,139,2016,tidal flat,0.9218550095843588
Guadeloupe and Martinique,140,2016,tidal flat,0
Faeroe Islands,141,2016,tidal flat,0
Iceland,143,2016,tidal flat,0
Jan Mayen,144,2016,tidal flat,0
Greenland,145,2016,tidal flat,1
Pitcairn,146,2016,tidal flat,0
French Polynesia,147,2016,tidal flat,1
Line Group,148,2016,tidal flat,0
Jarvis Island,149,2016,tidal flat,0
Palmyra Atoll,150,2016,tidal flat,0
American Samoa,151,2016,tidal flat,1
Samoa,152,2016,tidal flat,1
Cook Islands,153,2016,tidal flat,0
Niue,154,2016,tidal flat,0
Tonga,155,2016,tidal flat,1
Tokelau,156,2016,tidal flat,1
Phoenix Group,157,2016,tidal flat,0
Howland Island and Baker Island,158,2016,tidal flat,0
Johnston Atoll,159,2016,tidal flat,0
Wallis and Futuna,161,2016,tidal flat,0
New Zealand,162,2016,tidal flat,1
United States,163,2016,tidal flat,0.8510060495558861
Belize,164,2016,tidal flat,0.5109839293419448
Jamaica,166,2016,tidal flat,0.37363858287327356
Guyana,167,2016,tidal flat,1
Suriname,168,2016,tidal flat,1
French Guiana,169,2016,tidal flat,1
Brazil,171,2016,tidal flat,1
Argentina,172,2016,tidal flat,1
Uruguay,173,2016,tidal flat,0.9057255416327679
Finland,174,2016,tidal flat,0.2152389133917845
Denmark,175,2016,tidal flat,0.7899851024258345
Germany,176,2016,tidal flat,1
Netherlands,177,2016,tidal flat,1
Poland,178,2016,tidal flat,0.27646461978735065
France,179,2016,tidal flat,1
United Kingdom,180,2016,tidal flat,0.8937892804581163
Ireland,181,2016,tidal flat,0.7680587084162098
Spain,182,2016,tidal flat,0.8976137973331355
Portugal,183,2016,tidal flat,1
Italy,184,2016,tidal flat,0.7247977023811172
Monaco,185,2016,tidal flat,0
Montenegro,186,2016,tidal flat,0.5474012966165683
Croatia,187,2016,tidal flat,0.06262988548473429
Slovenia,188,2016,tidal flat,0.23709582525893175
Lithuania,189,2016,tidal flat,0.22919757187025122
Qatar,190,2016,tidal flat,0.7126007189273228
Iran,191,2016,tidal flat,0.9913690134179817
Iraq,192,2016,tidal flat,0.8569369609199656
Guinea Bissau,193,2016,tidal flat,1
Guinea,194,2016,tidal flat,1
Ivory Coast,195,2016,tidal flat,0.817150657585008
Nigeria,196,2016,tidal flat,1
Cameroon,197,2016,tidal flat,1
Gabon,198,2016,tidal flat,0.7380037911901288
Democratic Republic of the Congo,199,2016,tidal flat,1
Angola,200,2016,tidal flat,0.9415509296088657
Tanzania,202,2016,tidal flat,1
India,203,2016,tidal flat,1
Bangladesh,204,2016,tidal flat,1
Myanmar,205,2016,tidal flat,1
Malaysia,206,2016,tidal flat,0.994617457925067
Vietnam,207,2016,tidal flat,0.8755211855485527
Singapore,208,2016,tidal flat,0.7649954714031856
China,209,2016,tidal flat,0.9669508647845723
Japan,210,2016,tidal flat,0.5323885443815191
Kiribati,212,2016,tidal flat,1
Antarctica,213,2016,tidal flat,0
Egypt,214,2016,tidal flat,1
Jordan,215,2016,tidal flat,1
Indonesia,216,2016,tidal flat,1
Canada,218,2016,tidal flat,0.9007408075323459
Saint Pierre and Miquelon,219,2016,tidal flat,0.6873886420191655
Sint Maarten,220,2016,tidal flat,0
Northern Saint-Martin,221,2016,tidal flat,0
Sweden,222,2016,tidal flat,0.4264308992004993
Norway,223,2016,tidal flat,0.27712746344748984
Chile,224,2016,tidal flat,1
Jersey,227,2016,tidal flat,1
Guernsey,228,2016,tidal flat,0.7550832294063328
East Timor,231,2016,tidal flat,0.7631679749796683
Bosnia and Herzegovina,232,2016,tidal flat,0.02483394793558111
Oecussi Ambeno,237,2016,tidal flat,0.9710982839485599
Curacao,244,2016,tidal flat,0.5153733578923526
Bonaire,245,2016,tidal flat,0
Brunei,247,2016,tidal flat,0.7116706125372807
Saba,248,2016,tidal flat,0
Sint Eustatius,249,2016,tidal flat,0
Aruba,250,2016,tidal flat,1
